Name, Thickness(nm), Er, Z
IMD_6bEQ,27450.000000,3.303072,1.000000
IMD_6c,500.000000,5.000000,2.000000
IMD_6d,300.000000,4.200000,3.000000
IMD_7a,950.000000,2.900000,4.000000
IMD_7b,2200.000000,2.900000,5.000000
IMD_7cEQ,74350.000000,4.491322,6.000000
