Name, Thickness(nm), Er, Z
IMD_6cEQ,27950.000000,3.323248,1.000000
IMD_6d,300.000000,4.200000,2.000000
IMD_7a,950.000000,2.900000,3.000000
IMD_7bEQ,76550.000000,4.421593,4.000000
