Name, Thickness(nm), Er, Z
IMD_4dEQ,20350.000000,3.410651,1.000000
IMD_5a,950.000000,2.900000,2.000000
IMD_5b,2200.000000,2.900000,3.000000
IMD_5c,500.000000,5.000000,4.000000
IMD_5d,300.000000,4.200000,5.000000
IMD_6aEQ,81450.000000,4.309983,6.000000
