Name, Thickness(nm), Er, Z
PASS3EQ,93250.000000,3.912500,1.000000
PASS4,2500.000000,4.200000,2.000000
PASS5,4000.000000,4.200000,3.000000
PASS6EQ,6000.000000,8.100000,4.000000
