Name, Thickness(nm), Er, Z
IMD_8eEQ,3860.000000,3.473331,1.000000
IMD_8f,775.000000,4.200000,2.000000
IMD_8g,50.000000,5.000000,3.000000
IMD_9a,620.000000,4.200000,4.000000
IMD_9bEQ,5125.000000,4.733659,5.000000
