Name, Thickness(nm), Er, Z
IMD_8eEQ,3860.000000,3.473331,1.000000
IMD_8f,775.000000,4.200000,2.000000
IMD_8g,50.000000,5.000000,3.000000
IMD_9a,620.000000,4.200000,4.000000
IMD_9b,50.000000,8.100000,5.000000
IMD_9c,3275.000000,4.200000,6.000000
PASS1,75.000000,8.100000,7.000000
PASS2,400.000000,8.100000,8.000000
PASS3,75.000000,8.100000,9.000000
PASS4EQ,1250.000000,5.462428,10.000000
