Name, Thickness(nm), Er, Z
IMD_7bEQ,3140.000000,3.313868,1.000000
IMD_7c,50.000000,5.000000,2.000000
IMD_8a,200.000000,4.200000,3.000000
IMD_8b,18.000000,4.200000,4.000000
IMD_8c,80.000000,4.200000,5.000000
IMD_8d,322.000000,4.200000,6.000000
IMD_8e,50.000000,8.100000,7.000000
IMD_8f,775.000000,4.200000,8.000000
IMD_8g,50.000000,5.000000,9.000000
IMD_9a,620.000000,4.200000,10.000000
IMD_9b,50.000000,8.100000,11.000000
IMD_9c,3275.000000,4.200000,12.000000
PASS1,75.000000,8.100000,13.000000
PASS2,400.000000,8.100000,14.000000
PASS3EQ,1325.000000,5.565000,15.000000
