Name, Thickness(nm), Er, Z
IMD_8aEQ,3390.000000,3.372623,1.000000
IMD_8b,18.000000,4.200000,2.000000
IMD_8c,80.000000,4.200000,3.000000
IMD_8d,322.000000,4.200000,4.000000
IMD_8e,50.000000,8.100000,5.000000
IMD_8f,775.000000,4.200000,6.000000
IMD_8g,50.000000,5.000000,7.000000
IMD_9aEQ,5745.000000,4.669627,8.000000
