Name, Thickness(nm), Er, Z
ILDEQ,610.000000,4.046902,1.000000
IMD_1a,30.000000,4.500000,2.000000
IMD_1b,130.000000,2.900000,3.000000
IMD_1c,50.000000,5.000000,4.000000
IMD_1d,30.000000,4.200000,5.000000
IMD_2aEQ,9580.000000,4.135067,6.000000
