Name, Thickness(nm), Er, Z
IMD_8fEQ,4635.000000,3.576806,1.000000
IMD_8g,50.000000,5.000000,2.000000
IMD_9a,620.000000,4.200000,3.000000
IMD_9b,50.000000,8.100000,4.000000
IMD_9c,3275.000000,4.200000,5.000000
PASS1EQ,1800.000000,6.065973,6.000000
