Name, Thickness(nm), Er, Z
IMD_7bEQ,3140.000000,3.313868,1.000000
IMD_7c,50.000000,5.000000,2.000000
IMD_8a,200.000000,4.200000,3.000000
IMD_8b,18.000000,4.200000,4.000000
IMD_8c,80.000000,4.200000,5.000000
IMD_8d,322.000000,4.200000,6.000000
IMD_8e,50.000000,8.100000,7.000000
IMD_8fEQ,6570.000000,4.611126,8.000000
