Name, Thickness(nm), Er, Z
IMD_6cEQ,2795.000000,3.360305,1.000000
IMD_6d,30.000000,4.200000,2.000000
IMD_7a,95.000000,2.900000,3.000000
IMD_7b,220.000000,2.900000,4.000000
IMD_7c,50.000000,5.000000,5.000000
IMD_8a,200.000000,4.200000,6.000000
IMD_8b,18.000000,4.200000,7.000000
IMD_8c,80.000000,4.200000,8.000000
IMD_8d,322.000000,4.200000,9.000000
IMD_8e,50.000000,8.100000,10.000000
IMD_8fEQ,6570.000000,4.611126,11.000000
