Name, Thickness(nm), Er, Z
IMD_8eEQ,3860.000000,3.473331,1.000000
IMD_8f,775.000000,4.200000,2.000000
IMD_8g,50.000000,5.000000,3.000000
IMD_9aEQ,5745.000000,4.669627,4.000000
