Name, Thickness(nm), Er, Z
IMD_4dEQ,2035.000000,3.587941,1.000000
IMD_5a,95.000000,2.900000,2.000000
IMD_5b,220.000000,2.290000,3.000000
IMD_5c,50.000000,5.000000,4.000000
IMD_5dEQ,8030.000000,4.387657,5.000000
