Name, Thickness(nm), Er, Z
IMD_8gEQ,4685.000000,3.587705,1.000000
IMD_9a,620.000000,4.200000,2.000000
IMD_9b,50.000000,8.100000,3.000000
IMD_9cEQ,5075.000000,4.714356,4.000000
