Name, Thickness(nm), Er, Z
IMD_8gEQ,4685.000000,3.587705,1.000000
IMD_9a,620.000000,4.200000,2.000000
IMD_9b,50.000000,8.100000,3.000000
IMD_9c,3275.000000,4.200000,4.000000
PASS1,75.000000,8.100000,5.000000
PASS2,400.000000,8.100000,6.000000
PASS3EQ,1325.000000,5.565000,7.000000
