Name, Thickness(nm), Er, Z
IMD_7cEQ,3190.000000,3.331477,1.000000
IMD_8a,200.000000,4.200000,2.000000
IMD_8b,18.000000,4.200000,3.000000
IMD_8c,80.000000,4.200000,4.000000
IMD_8d,322.000000,4.200000,5.000000
IMD_8e,50.000000,8.100000,6.000000
IMD_8f,775.000000,4.200000,7.000000
IMD_8gEQ,5795.000000,4.672291,8.000000
