Name, Thickness(nm), Er, Z
IMD_6aEQ,2525.000000,3.385138,1.000000
IMD_6b,220.000000,2.900000,2.000000
IMD_6c,50.000000,5.000000,3.000000
IMD_6dEQ,7635.000000,4.479660,4.000000
