Name, Thickness(nm), Er, Z
IMD_8eEQ,3860.000000,3.473331,1.000000
IMD_8f,775.000000,4.200000,2.000000
IMD_8g,50.000000,5.000000,3.000000
IMD_9a,620.000000,4.200000,4.000000
IMD_9b,50.000000,8.100000,5.000000
IMD_9cEQ,5075.000000,4.714356,6.000000
