Name, Thickness(nm), Er, Z
IMD_2cEQ,1215.000000,3.594777,1.000000
IMD_2d,30.000000,4.200000,2.000000
IMD_3a,95.000000,2.900000,3.000000
IMD_3b,220.000000,2.900000,4.000000
IMD_3c,50.000000,5.000000,5.000000
IMD_3d,30.000000,4.200000,6.000000
IMD_4a,95.000000,29.000000,7.000000
IMD_4b,220.000000,2.900000,8.000000
IMD_4c,50.000000,5.000000,9.000000
IMD_4d,30.000000,4.200000,10.000000
IMD_5a,95.000000,2.900000,11.000000
IMD_5b,220.000000,2.290000,12.000000
IMD_5cEQ,8080.000000,4.390985,13.000000
