Name, Thickness(nm), Er, Z
IMD_9aEQ,5305.000000,3.649891,1.000000
IMD_9b,50.000000,8.100000,2.000000
IMD_9c,3275.000000,4.200000,3.000000
PASS1,75.000000,8.100000,4.000000
PASS2EQ,1725.000000,6.000460,5.000000
